Word,Rank,Freqency
gate,534,0.000168482
suppose,535,0.000168014
suddenly,536,0.000168014
wise,537,0.000168014
ham,538,0.000167078
honour,539,0.000167078
doubt,540,0.00016661
beyond,541,0.000165674
lost,542,0.000165674
rose,543,0.000165206
trees,544,0.000164738
blessed,545,0.00016427
table,546,0.000163802
wall,547,0.000163334
opened,548,0.000162398
six,549,0.000161462
hair,550,0.000161462
knowledge,551,0.000160994
chapter,552,0.000160058
master,553,0.00015959
seek,554,0.000159122
seeing,555,0.000158654
immediately,556,0.000158654
man's,557,0.000158186
talk,558,0.000158186
deal,559,0.000158186
save,560,0.000158186
mercy,561,0.000157718
knightley,562,0.00015725
that's,563,0.00015725
silence,564,0.00015725
works,565,0.00015725
sit,566,0.000156782
meat,567,0.000156314
mount,568,0.00015491
tabernacle,569,0.00015491
case,570,0.00015491
sing,571,0.00015491
seed,572,0.000153974
spirits,573,0.000153974
offer,574,0.000153506
sound,575,0.000153506
hard,576,0.000153506
point,577,0.000153506
enemies,578,0.000153038
read,579,0.000153038
bad,580,0.000152102
cry,581,0.000151634
deep,582,0.000151166
run,583,0.000151166
judge,584,0.000150698
become,585,0.00015023
wind,586,0.00015023
thoughts,587,0.00015023
fruit,588,0.000149762
daughters,589,0.000149762
aaron,590,0.000149762
wilderness,591,0.000149294
making,592,0.000148826
elton,593,0.000148358
delivered,594,0.000148358
letter,595,0.000148358
month,596,0.000148358
shew,597,0.00014789
gathered,598,0.00014789
past,599,0.000147422
king's,600,0.000147422
destroy,601,0.000147422
righteousness,602,0.000146954
third,603,0.000146954
continued,604,0.000146486
wine,605,0.000146018
please,606,0.000145082
fair,607,0.000145082
appeared,608,0.000145082
lest,609,0.000145082
places,610,0.000144614
wood,611,0.000144614
free,612,0.000144614
fight,613,0.000144614
deliver,614,0.000144146
carried,615,0.000144146
already,616,0.000144146
anger,617,0.000143678
hardly,618,0.000143678
darkness,619,0.000143678
fast,620,0.000143678
used,621,0.00014321
company,622,0.00014321
sake,623,0.000142742
colonel,624,0.000142742
forward,625,0.000142742
ways,626,0.000142742
sense,627,0.000142742
river,628,0.000142742
hosts,629,0.000142274
low,630,0.000142274
boat,631,0.000141806
followed,632,0.000141806
use,633,0.000141806
covenant,634,0.000141338
comes,635,0.000141338
party,636,0.000141338
wild,637,0.00014087
died,638,0.00014087
longer,639,0.00014087
possible,640,0.000139466
can't,641,0.000138998
seem,642,0.000138998
stone,643,0.000138998
receive,644,0.00013853
thyself,645,0.000138062
close,646,0.000137594
idea,647,0.000137594
angel,648,0.000137126
common,649,0.000137126
solomon,650,0.000137126
number,651,0.000137126
general,652,0.000136658
sleep,653,0.000136658
concerning,654,0.000136658
arm,655,0.00013619
standing,656,0.00013619
vain,657,0.00013619
babylon,658,0.00013619
oil,659,0.000135254
husband,660,0.000135254
care,661,0.000135254
gentleman,662,0.000134786
father's,663,0.000134786
doth,664,0.000134318
perfect,665,0.000134318
wait,666,0.000134318
early,667,0.000134318
princes,668,0.000134318
silent,669,0.000134318
pretty,670,0.00013385
means,671,0.00013385
became,672,0.000133382
yourself,673,0.000133382
spoke,674,0.000133382
sometimes,675,0.000133382
wilt,676,0.000132914
wisdom,677,0.000132446
